resource,description,review_by,review,mention_by,model_number,review_at,reviews,review_rating,mentions,product_rating,mention_link_fk,number_of_replies
Networking Forum,"Help deliver flexible, energy-conscious gigabit switching with PowerConnect™ 5548, featuring robust security, stacking and management. With 48 wire-speed Gigabit Ethernet ports available for campus switching, the 5548 scales with your network as it grows. - High throughput: Supports wire-speed performance with up to 48 ports of GbE and two 10 GbE uplink ports for 40 Gbps of bandwidth - Energy conscious: Energy Efficient Ethernet (EEE) architecture helps reduce power to ports in sleep mode or remove power to inactive ports - Scalable: Manages up to 8 wire-speed switches as a single unit High performance Help meet your network switching needs, no matter the size of your organization, with the PowerConnect 5548, featuring 48 ports of wire-speed GbE and robust security and enterprise management capabilities. USB configuration for rapid deployment and dedicated 10Gb stacking interfaces and 10Gb uplinks help you grow your wiring closets with your network. Lifetime Limited Warranty Gain peace of mind from PowerConnect™ switches that not only provide the quality, reliability and capability you expect from Dell, but also guaranteed hardware for life — a true Lifetime Warranty1. For more details see www.dell.com/LifetimeWarranty Rapid deployment and configuration Help save time and deployment costs by simplifying your network rollout with PowerConnect™ 5500 series of Gigabit Ethernet switches. Automatically assign switch configuration and IP addresses via DHCP or local USB during initial rollout. You can configure up to eight switches in a stack without pressing a single key or setting up a console connection. Robust management You'll enjoy a number of management options with the PowerConnect 5500 Series switches, including: - An industry-standard CLI - Remote management using an embedded web server - Support for SNMP-based management applications. - VoIP functionality Help ensure that VoIP traffic is prioritized in the event of resource contention through the voice VLAN function. LLDP-Med provides detailed network topology records, emergency call service via IP phone location information and troubleshooting data. Automated security Select from multiple security levels, with options that include such industry-standard features as: - SSH/SSL management encryption - DHCP snooping - IP and MAC -based ACLs - Access password protection - Port-based MAC address alert and lock-down High level security is provided through: - RADIUS remote authentication for switch management access - 802.1x authentication and TACACS+ - Management access filtering via management access profiles The PowerConnect 5500 switches also help simplify security rollouts by allowing you to try your implementation before full enforcement is enabled, helping to smooth your transition to a secure campus. More information (www.dell.com)",,,Garnock12,PowerConnect 5548,,5,,20,4.9,http://community.spiceworks.com/topic/520957,8
Networking Forum,"Help deliver flexible, energy-conscious gigabit switching with PowerConnect™ 5548, featuring robust security, stacking and management. With 48 wire-speed Gigabit Ethernet ports available for campus switching, the 5548 scales with your network as it grows. - High throughput: Supports wire-speed performance with up to 48 ports of GbE and two 10 GbE uplink ports for 40 Gbps of bandwidth - Energy conscious: Energy Efficient Ethernet (EEE) architecture helps reduce power to ports in sleep mode or remove power to inactive ports - Scalable: Manages up to 8 wire-speed switches as a single unit High performance Help meet your network switching needs, no matter the size of your organization, with the PowerConnect 5548, featuring 48 ports of wire-speed GbE and robust security and enterprise management capabilities. USB configuration for rapid deployment and dedicated 10Gb stacking interfaces and 10Gb uplinks help you grow your wiring closets with your network. Lifetime Limited Warranty Gain peace of mind from PowerConnect™ switches that not only provide the quality, reliability and capability you expect from Dell, but also guaranteed hardware for life — a true Lifetime Warranty1. For more details see www.dell.com/LifetimeWarranty Rapid deployment and configuration Help save time and deployment costs by simplifying your network rollout with PowerConnect™ 5500 series of Gigabit Ethernet switches. Automatically assign switch configuration and IP addresses via DHCP or local USB during initial rollout. You can configure up to eight switches in a stack without pressing a single key or setting up a console connection. Robust management You'll enjoy a number of management options with the PowerConnect 5500 Series switches, including: - An industry-standard CLI - Remote management using an embedded web server - Support for SNMP-based management applications. - VoIP functionality Help ensure that VoIP traffic is prioritized in the event of resource contention through the voice VLAN function. LLDP-Med provides detailed network topology records, emergency call service via IP phone location information and troubleshooting data. Automated security Select from multiple security levels, with options that include such industry-standard features as: - SSH/SSL management encryption - DHCP snooping - IP and MAC -based ACLs - Access password protection - Port-based MAC address alert and lock-down High level security is provided through: - RADIUS remote authentication for switch management access - 802.1x authentication and TACACS+ - Management access filtering via management access profiles The PowerConnect 5500 switches also help simplify security rollouts by allowing you to try your implementation before full enforcement is enabled, helping to smooth your transition to a secure campus. More information (www.dell.com)",,,Charles4279,PowerConnect 5548,,5,,20,4.9,http://community.spiceworks.com/topic/499158,8
Networking Forum,"Help deliver flexible, energy-conscious gigabit switching with PowerConnect™ 5548, featuring robust security, stacking and management. With 48 wire-speed Gigabit Ethernet ports available for campus switching, the 5548 scales with your network as it grows. - High throughput: Supports wire-speed performance with up to 48 ports of GbE and two 10 GbE uplink ports for 40 Gbps of bandwidth - Energy conscious: Energy Efficient Ethernet (EEE) architecture helps reduce power to ports in sleep mode or remove power to inactive ports - Scalable: Manages up to 8 wire-speed switches as a single unit High performance Help meet your network switching needs, no matter the size of your organization, with the PowerConnect 5548, featuring 48 ports of wire-speed GbE and robust security and enterprise management capabilities. USB configuration for rapid deployment and dedicated 10Gb stacking interfaces and 10Gb uplinks help you grow your wiring closets with your network. Lifetime Limited Warranty Gain peace of mind from PowerConnect™ switches that not only provide the quality, reliability and capability you expect from Dell, but also guaranteed hardware for life — a true Lifetime Warranty1. For more details see www.dell.com/LifetimeWarranty Rapid deployment and configuration Help save time and deployment costs by simplifying your network rollout with PowerConnect™ 5500 series of Gigabit Ethernet switches. Automatically assign switch configuration and IP addresses via DHCP or local USB during initial rollout. You can configure up to eight switches in a stack without pressing a single key or setting up a console connection. Robust management You'll enjoy a number of management options with the PowerConnect 5500 Series switches, including: - An industry-standard CLI - Remote management using an embedded web server - Support for SNMP-based management applications. - VoIP functionality Help ensure that VoIP traffic is prioritized in the event of resource contention through the voice VLAN function. LLDP-Med provides detailed network topology records, emergency call service via IP phone location information and troubleshooting data. Automated security Select from multiple security levels, with options that include such industry-standard features as: - SSH/SSL management encryption - DHCP snooping - IP and MAC -based ACLs - Access password protection - Port-based MAC address alert and lock-down High level security is provided through: - RADIUS remote authentication for switch management access - 802.1x authentication and TACACS+ - Management access filtering via management access profiles The PowerConnect 5500 switches also help simplify security rollouts by allowing you to try your implementation before full enforcement is enabled, helping to smooth your transition to a secure campus. More information (www.dell.com)",,,RJKY,PowerConnect 5548,,5,,20,4.9,http://community.spiceworks.com/topic/492620,8
Networking Forum,"Help deliver flexible, energy-conscious gigabit switching with PowerConnect™ 5548, featuring robust security, stacking and management. With 48 wire-speed Gigabit Ethernet ports available for campus switching, the 5548 scales with your network as it grows. - High throughput: Supports wire-speed performance with up to 48 ports of GbE and two 10 GbE uplink ports for 40 Gbps of bandwidth - Energy conscious: Energy Efficient Ethernet (EEE) architecture helps reduce power to ports in sleep mode or remove power to inactive ports - Scalable: Manages up to 8 wire-speed switches as a single unit High performance Help meet your network switching needs, no matter the size of your organization, with the PowerConnect 5548, featuring 48 ports of wire-speed GbE and robust security and enterprise management capabilities. USB configuration for rapid deployment and dedicated 10Gb stacking interfaces and 10Gb uplinks help you grow your wiring closets with your network. Lifetime Limited Warranty Gain peace of mind from PowerConnect™ switches that not only provide the quality, reliability and capability you expect from Dell, but also guaranteed hardware for life — a true Lifetime Warranty1. For more details see www.dell.com/LifetimeWarranty Rapid deployment and configuration Help save time and deployment costs by simplifying your network rollout with PowerConnect™ 5500 series of Gigabit Ethernet switches. Automatically assign switch configuration and IP addresses via DHCP or local USB during initial rollout. You can configure up to eight switches in a stack without pressing a single key or setting up a console connection. Robust management You'll enjoy a number of management options with the PowerConnect 5500 Series switches, including: - An industry-standard CLI - Remote management using an embedded web server - Support for SNMP-based management applications. - VoIP functionality Help ensure that VoIP traffic is prioritized in the event of resource contention through the voice VLAN function. LLDP-Med provides detailed network topology records, emergency call service via IP phone location information and troubleshooting data. Automated security Select from multiple security levels, with options that include such industry-standard features as: - SSH/SSL management encryption - DHCP snooping - IP and MAC -based ACLs - Access password protection - Port-based MAC address alert and lock-down High level security is provided through: - RADIUS remote authentication for switch management access - 802.1x authentication and TACACS+ - Management access filtering via management access profiles The PowerConnect 5500 switches also help simplify security rollouts by allowing you to try your implementation before full enforcement is enabled, helping to smooth your transition to a secure campus. More information (www.dell.com)",,,jokejong,PowerConnect 5548,,5,,20,4.9,http://community.spiceworks.com/topic/156274,8
Windows Forum,"Help deliver flexible, energy-conscious gigabit switching with PowerConnect™ 5548, featuring robust security, stacking and management. With 48 wire-speed Gigabit Ethernet ports available for campus switching, the 5548 scales with your network as it grows. - High throughput: Supports wire-speed performance with up to 48 ports of GbE and two 10 GbE uplink ports for 40 Gbps of bandwidth - Energy conscious: Energy Efficient Ethernet (EEE) architecture helps reduce power to ports in sleep mode or remove power to inactive ports - Scalable: Manages up to 8 wire-speed switches as a single unit High performance Help meet your network switching needs, no matter the size of your organization, with the PowerConnect 5548, featuring 48 ports of wire-speed GbE and robust security and enterprise management capabilities. USB configuration for rapid deployment and dedicated 10Gb stacking interfaces and 10Gb uplinks help you grow your wiring closets with your network. Lifetime Limited Warranty Gain peace of mind from PowerConnect™ switches that not only provide the quality, reliability and capability you expect from Dell, but also guaranteed hardware for life — a true Lifetime Warranty1. For more details see www.dell.com/LifetimeWarranty Rapid deployment and configuration Help save time and deployment costs by simplifying your network rollout with PowerConnect™ 5500 series of Gigabit Ethernet switches. Automatically assign switch configuration and IP addresses via DHCP or local USB during initial rollout. You can configure up to eight switches in a stack without pressing a single key or setting up a console connection. Robust management You'll enjoy a number of management options with the PowerConnect 5500 Series switches, including: - An industry-standard CLI - Remote management using an embedded web server - Support for SNMP-based management applications. - VoIP functionality Help ensure that VoIP traffic is prioritized in the event of resource contention through the voice VLAN function. LLDP-Med provides detailed network topology records, emergency call service via IP phone location information and troubleshooting data. Automated security Select from multiple security levels, with options that include such industry-standard features as: - SSH/SSL management encryption - DHCP snooping - IP and MAC -based ACLs - Access password protection - Port-based MAC address alert and lock-down High level security is provided through: - RADIUS remote authentication for switch management access - 802.1x authentication and TACACS+ - Management access filtering via management access profiles The PowerConnect 5500 switches also help simplify security rollouts by allowing you to try your implementation before full enforcement is enabled, helping to smooth your transition to a secure campus. More information (www.dell.com)",,,jrightler,PowerConnect 5548,,5,,20,4.9,http://community.spiceworks.com/topic/440753,8
Networking Forum,"Help deliver flexible, energy-conscious gigabit switching with PowerConnect™ 5548, featuring robust security, stacking and management. With 48 wire-speed Gigabit Ethernet ports available for campus switching, the 5548 scales with your network as it grows. - High throughput: Supports wire-speed performance with up to 48 ports of GbE and two 10 GbE uplink ports for 40 Gbps of bandwidth - Energy conscious: Energy Efficient Ethernet (EEE) architecture helps reduce power to ports in sleep mode or remove power to inactive ports - Scalable: Manages up to 8 wire-speed switches as a single unit High performance Help meet your network switching needs, no matter the size of your organization, with the PowerConnect 5548, featuring 48 ports of wire-speed GbE and robust security and enterprise management capabilities. USB configuration for rapid deployment and dedicated 10Gb stacking interfaces and 10Gb uplinks help you grow your wiring closets with your network. Lifetime Limited Warranty Gain peace of mind from PowerConnect™ switches that not only provide the quality, reliability and capability you expect from Dell, but also guaranteed hardware for life — a true Lifetime Warranty1. For more details see www.dell.com/LifetimeWarranty Rapid deployment and configuration Help save time and deployment costs by simplifying your network rollout with PowerConnect™ 5500 series of Gigabit Ethernet switches. Automatically assign switch configuration and IP addresses via DHCP or local USB during initial rollout. You can configure up to eight switches in a stack without pressing a single key or setting up a console connection. Robust management You'll enjoy a number of management options with the PowerConnect 5500 Series switches, including: - An industry-standard CLI - Remote management using an embedded web server - Support for SNMP-based management applications. - VoIP functionality Help ensure that VoIP traffic is prioritized in the event of resource contention through the voice VLAN function. LLDP-Med provides detailed network topology records, emergency call service via IP phone location information and troubleshooting data. Automated security Select from multiple security levels, with options that include such industry-standard features as: - SSH/SSL management encryption - DHCP snooping - IP and MAC -based ACLs - Access password protection - Port-based MAC address alert and lock-down High level security is provided through: - RADIUS remote authentication for switch management access - 802.1x authentication and TACACS+ - Management access filtering via management access profiles The PowerConnect 5500 switches also help simplify security rollouts by allowing you to try your implementation before full enforcement is enabled, helping to smooth your transition to a secure campus. More information (www.dell.com)",,,Support Guy,PowerConnect 5548,,5,,20,4.9,http://community.spiceworks.com/topic/418412,8
VMware Forum,"Help deliver flexible, energy-conscious gigabit switching with PowerConnect™ 5548, featuring robust security, stacking and management. With 48 wire-speed Gigabit Ethernet ports available for campus switching, the 5548 scales with your network as it grows. - High throughput: Supports wire-speed performance with up to 48 ports of GbE and two 10 GbE uplink ports for 40 Gbps of bandwidth - Energy conscious: Energy Efficient Ethernet (EEE) architecture helps reduce power to ports in sleep mode or remove power to inactive ports - Scalable: Manages up to 8 wire-speed switches as a single unit High performance Help meet your network switching needs, no matter the size of your organization, with the PowerConnect 5548, featuring 48 ports of wire-speed GbE and robust security and enterprise management capabilities. USB configuration for rapid deployment and dedicated 10Gb stacking interfaces and 10Gb uplinks help you grow your wiring closets with your network. Lifetime Limited Warranty Gain peace of mind from PowerConnect™ switches that not only provide the quality, reliability and capability you expect from Dell, but also guaranteed hardware for life — a true Lifetime Warranty1. For more details see www.dell.com/LifetimeWarranty Rapid deployment and configuration Help save time and deployment costs by simplifying your network rollout with PowerConnect™ 5500 series of Gigabit Ethernet switches. Automatically assign switch configuration and IP addresses via DHCP or local USB during initial rollout. You can configure up to eight switches in a stack without pressing a single key or setting up a console connection. Robust management You'll enjoy a number of management options with the PowerConnect 5500 Series switches, including: - An industry-standard CLI - Remote management using an embedded web server - Support for SNMP-based management applications. - VoIP functionality Help ensure that VoIP traffic is prioritized in the event of resource contention through the voice VLAN function. LLDP-Med provides detailed network topology records, emergency call service via IP phone location information and troubleshooting data. Automated security Select from multiple security levels, with options that include such industry-standard features as: - SSH/SSL management encryption - DHCP snooping - IP and MAC -based ACLs - Access password protection - Port-based MAC address alert and lock-down High level security is provided through: - RADIUS remote authentication for switch management access - 802.1x authentication and TACACS+ - Management access filtering via management access profiles The PowerConnect 5500 switches also help simplify security rollouts by allowing you to try your implementation before full enforcement is enabled, helping to smooth your transition to a secure campus. More information (www.dell.com)",,,JDMorecraft,PowerConnect 5548,,5,,20,4.9,http://community.spiceworks.com/topic/397350,8
,"The PowerConnect 5424 switches offer secure, fixed-port Gigabit Ethernet switching solutions which deliver full wire-speed switching performance. With 24 or 48 built-in copper Gigabit Ethernet ports in a 1U form factor, the PowerConnect 5424 has a total switching capacity of up to 96 Gbps. The switches also offer flexibility with their four SFP transceiver slots which can be used in lieu of up to four copper ports to support fiber media. More information (www.aavoip.com)",Erik6041,Great switch even when you buy it refurbished. It works well moving traffic between our Powervault SAN and VMWare hosts.,,Powerconnect 5424,"May 29, 2014",4,5.0,6,4.6,,8
,"The PowerConnect 5424 switches offer secure, fixed-port Gigabit Ethernet switching solutions which deliver full wire-speed switching performance. With 24 or 48 built-in copper Gigabit Ethernet ports in a 1U form factor, the PowerConnect 5424 has a total switching capacity of up to 96 Gbps. The switches also offer flexibility with their four SFP transceiver slots which can be used in lieu of up to four copper ports to support fiber media. More information (www.aavoip.com)",Milnesy,One of the better bangs for the buck. Easy interface and configuration tools. Has almost all the functions that a true brocade switch has.,,Powerconnect 5424,"Mar 21, 2013",4,4.0,6,4.6,,8
,"The PowerConnect 5424 switches offer secure, fixed-port Gigabit Ethernet switching solutions which deliver full wire-speed switching performance. With 24 or 48 built-in copper Gigabit Ethernet ports in a 1U form factor, the PowerConnect 5424 has a total switching capacity of up to 96 Gbps. The switches also offer flexibility with their four SFP transceiver slots which can be used in lieu of up to four copper ports to support fiber media. More information (www.aavoip.com)",Bournestar,Great little switch with loads of configuration options. config backup works in spiceworks. we are running 4 of these and have had no issues.,,Powerconnect 5424,"Jul  2, 2012",4,5.0,6,4.6,,8
,"The PowerConnect 5424 switches offer secure, fixed-port Gigabit Ethernet switching solutions which deliver full wire-speed switching performance. With 24 or 48 built-in copper Gigabit Ethernet ports in a 1U form factor, the PowerConnect 5424 has a total switching capacity of up to 96 Gbps. The switches also offer flexibility with their four SFP transceiver slots which can be used in lieu of up to four copper ports to support fiber media. More information (www.aavoip.com)",TAT,We use this model for our primary switch uplink and it is fast! We made sure there was enough room for the IT department as well. Our systems never lag even under heavy file traffic. Great managed switch from Dell.,,Powerconnect 5424,"Mar 22, 2010",4,5.0,6,4.6,,8
Dell Forum,"The PowerConnect 5424 switches offer secure, fixed-port Gigabit Ethernet switching solutions which deliver full wire-speed switching performance. With 24 or 48 built-in copper Gigabit Ethernet ports in a 1U form factor, the PowerConnect 5424 has a total switching capacity of up to 96 Gbps. The switches also offer flexibility with their four SFP transceiver slots which can be used in lieu of up to four copper ports to support fiber media. More information (www.aavoip.com)",,,Dukat,Powerconnect 5424,,4,,6,4.6,http://community.spiceworks.com/topic/839165,8
Dell Forum,"The PowerConnect 5424 switches offer secure, fixed-port Gigabit Ethernet switching solutions which deliver full wire-speed switching performance. With 24 or 48 built-in copper Gigabit Ethernet ports in a 1U form factor, the PowerConnect 5424 has a total switching capacity of up to 96 Gbps. The switches also offer flexibility with their four SFP transceiver slots which can be used in lieu of up to four copper ports to support fiber media. More information (www.aavoip.com)",,,Dukat,Powerconnect 5424,,4,,6,4.6,http://community.spiceworks.com/topic/685614,8
Dell Forum,"The PowerConnect 5424 switches offer secure, fixed-port Gigabit Ethernet switching solutions which deliver full wire-speed switching performance. With 24 or 48 built-in copper Gigabit Ethernet ports in a 1U form factor, the PowerConnect 5424 has a total switching capacity of up to 96 Gbps. The switches also offer flexibility with their four SFP transceiver slots which can be used in lieu of up to four copper ports to support fiber media. More information (www.aavoip.com)",,,Dukat,Powerconnect 5424,,4,,6,4.6,http://community.spiceworks.com/topic/557318,8
Networking Forum,"The PowerConnect 5424 switches offer secure, fixed-port Gigabit Ethernet switching solutions which deliver full wire-speed switching performance. With 24 or 48 built-in copper Gigabit Ethernet ports in a 1U form factor, the PowerConnect 5424 has a total switching capacity of up to 96 Gbps. The switches also offer flexibility with their four SFP transceiver slots which can be used in lieu of up to four copper ports to support fiber media. More information (www.aavoip.com)",,,snorble,Powerconnect 5424,,4,,6,4.6,http://community.spiceworks.com/topic/459448,8
Cisco Forum,"The PowerConnect 5424 switches offer secure, fixed-port Gigabit Ethernet switching solutions which deliver full wire-speed switching performance. With 24 or 48 built-in copper Gigabit Ethernet ports in a 1U form factor, the PowerConnect 5424 has a total switching capacity of up to 96 Gbps. The switches also offer flexibility with their four SFP transceiver slots which can be used in lieu of up to four copper ports to support fiber media. More information (www.aavoip.com)",,,Rahd2k2,Powerconnect 5424,,4,,6,4.6,http://community.spiceworks.com/topic/263023,8
Networking Forum,"The PowerConnect 5424 switches offer secure, fixed-port Gigabit Ethernet switching solutions which deliver full wire-speed switching performance. With 24 or 48 built-in copper Gigabit Ethernet ports in a 1U form factor, the PowerConnect 5424 has a total switching capacity of up to 96 Gbps. The switches also offer flexibility with their four SFP transceiver slots which can be used in lieu of up to four copper ports to support fiber media. More information (www.aavoip.com)",,,Dukat,Powerconnect 5424,,4,,6,4.6,http://community.spiceworks.com/topic/306234,8
,"Dell 3024 PowerConnect Features: - Stackable up to 6 units (also with 3048 switches) - 12.8 Gbps Backplane - 8,000 MAC addresses - 2 Built-In Copper Gigabit Ethernet Ports (10/100/1000 BaseT) - 2 Built-In Gigabit Stacking Ports - SNMP - Webmanagement - VLAN - Trunking - Spanning Tree - Auto-MDIX - 1U, Rack Mountable Form Factor More information (www.lordsnet.com)",philipmjr,"Decent switch, but I would spend my money on Extreme Networks.",,PowerConnect 3024,"Dec 11, 2011",6,3.0,1,3.7,,7
,"Dell 3024 PowerConnect Features: - Stackable up to 6 units (also with 3048 switches) - 12.8 Gbps Backplane - 8,000 MAC addresses - 2 Built-In Copper Gigabit Ethernet Ports (10/100/1000 BaseT) - 2 Built-In Gigabit Stacking Ports - SNMP - Webmanagement - VLAN - Trunking - Spanning Tree - Auto-MDIX - 1U, Rack Mountable Form Factor More information (www.lordsnet.com)",Scott Alan Miller,Decent switch but I'd look at Netgear or ProCurve in this price range.,,PowerConnect 3024,"Jul 18, 2010",6,4.0,1,3.7,,7
,"Dell 3024 PowerConnect Features: - Stackable up to 6 units (also with 3048 switches) - 12.8 Gbps Backplane - 8,000 MAC addresses - 2 Built-In Copper Gigabit Ethernet Ports (10/100/1000 BaseT) - 2 Built-In Gigabit Stacking Ports - SNMP - Webmanagement - VLAN - Trunking - Spanning Tree - Auto-MDIX - 1U, Rack Mountable Form Factor More information (www.lordsnet.com)",InsaneYoda,"We have several in the building and they're working like champs. It's been a while, and we've only had a couple of ports go bad, but that was an electrical problem.",,PowerConnect 3024,"May  2, 2009",6,4.0,1,3.7,,7
,"Dell 3024 PowerConnect Features: - Stackable up to 6 units (also with 3048 switches) - 12.8 Gbps Backplane - 8,000 MAC addresses - 2 Built-In Copper Gigabit Ethernet Ports (10/100/1000 BaseT) - 2 Built-In Gigabit Stacking Ports - SNMP - Webmanagement - VLAN - Trunking - Spanning Tree - Auto-MDIX - 1U, Rack Mountable Form Factor More information (www.lordsnet.com)",Jeff.Durham,IT's an OK switch,,PowerConnect 3024,"Aug 18, 2008",6,4.0,1,3.7,,7
,"Dell 3024 PowerConnect Features: - Stackable up to 6 units (also with 3048 switches) - 12.8 Gbps Backplane - 8,000 MAC addresses - 2 Built-In Copper Gigabit Ethernet Ports (10/100/1000 BaseT) - 2 Built-In Gigabit Stacking Ports - SNMP - Webmanagement - VLAN - Trunking - Spanning Tree - Auto-MDIX - 1U, Rack Mountable Form Factor More information (www.lordsnet.com)",Dr. Dre,mine died in an odd way... it only half worked and made it a bitch to troubleshoot.,,PowerConnect 3024,"Aug 16, 2008",6,1.0,1,3.7,,7
,"Dell 3024 PowerConnect Features: - Stackable up to 6 units (also with 3048 switches) - 12.8 Gbps Backplane - 8,000 MAC addresses - 2 Built-In Copper Gigabit Ethernet Ports (10/100/1000 BaseT) - 2 Built-In Gigabit Stacking Ports - SNMP - Webmanagement - VLAN - Trunking - Spanning Tree - Auto-MDIX - 1U, Rack Mountable Form Factor More information (www.lordsnet.com)",CJS Admin,Solid technology. Easy UI to work with. Powerful diagnostics. Full port speed on 24 ports!,,PowerConnect 3024,"Mar 11, 2008",6,5.0,1,3.7,,7
ll Vendor Page Forum,"Dell 3024 PowerConnect Features: - Stackable up to 6 units (also with 3048 switches) - 12.8 Gbps Backplane - 8,000 MAC addresses - 2 Built-In Copper Gigabit Ethernet Ports (10/100/1000 BaseT) - 2 Built-In Gigabit Stacking Ports - SNMP - Webmanagement - VLAN - Trunking - Spanning Tree - Auto-MDIX - 1U, Rack Mountable Form Factor More information (www.lordsnet.com)",,,briancarmencissp,PowerConnect 3024,,6,,1,3.7,http://community.spiceworks.com/topic/571789,7
,"Help deliver flexible, energy-conscious gigabit switching with PowerConnect™ 5524, featuring robust security, stacking and management. With 24 wire-speed Gigabit Ethernet (GbE) ports available for campus switching, the 5524 scales with your network as it grows. High throughput: Supports wire-speed performance with up to 24 ports of GbE and two 10GbE uplink ports for 40Gbps of bandwidth. Energy conscious: Energy Efficient Ethernet (EEE) architecture helps reduce power to ports in sleep mode or remove power to inactive ports. Scalable: Manages up to 8 wire-speed switches as a single unit. High performance Help meet your network switching needs, no matter the size of your organization, with the PowerConnect 5524, featuring 24 ports of wire-speed GbE and robust security and enterprise management capabilities. USB configuration for rapid deployment and dedicated 10Gb stacking interfaces and 10Gb uplinks help you grow your wiring closets with your network. Lifetime Limited Warranty Gain peace of mind from PowerConnect™ switches that not only provide the quality, reliability and capability you expect from Dell, but also guaranteed hardware for life — a true Lifetime Warranty1. For more details see www.dell.com/LifetimeWarranty Rapid deployment and configuration Help save time and deployment costs by simplifying your network rollout with PowerConnect™ 5500 series of Gigabit Ethernet switches. Automatically assign switch configuration and IP addresses via DHCP or local USB during initial rollout. You can configure up to eight switches in a stack without pressing a single key or setting up a console connection. Robust management You'll enjoy a number of management options with the PowerConnect 5500 Series switches, including: - An industry-standard CLI - Remote management using an embedded web server - Support for SNMP-based management applications VoIP functionality Help ensure that VoIP traffic is prioritized in the event of resource contention through the voice VLAN function. LLDP-Med provides detailed network topology records, emergency call service via IP phone location information and troubleshooting data. Automated security Select from multiple security levels, with options that include such industry-standard features as: - SSH/SSL management encryption - DHCP snooping - IP and MAC -based ACLs - Access password protection - Port-based MAC address alert and lock-down High level security is provided through: - RADIUS remote authentication for switch management access - 802.1x authentication and TACACS+ - Management access filtering via management access profiles The PowerConnect 5500 switches also help simplify security rollouts by allowing you to try your implementation before full enforcement is enabled, helping to smooth your transition to a secure campus. More information (www.dell.com)",Mike (Scale Computing),"This is a fantastic platform that offers exceptional performance, a small form-factor, and (relatively) tight integration into the Dell OpenManage Ecosystem. The greatest feature is the ability to stack with HDMI cables. This is a great alternative to expensive CX4 or SFP+ stacking.",,PowerConnect 5524,"May 13, 2014",16,5.0,30,4.3,,18
,"Help deliver flexible, energy-conscious gigabit switching with PowerConnect™ 5524, featuring robust security, stacking and management. With 24 wire-speed Gigabit Ethernet (GbE) ports available for campus switching, the 5524 scales with your network as it grows. High throughput: Supports wire-speed performance with up to 24 ports of GbE and two 10GbE uplink ports for 40Gbps of bandwidth. Energy conscious: Energy Efficient Ethernet (EEE) architecture helps reduce power to ports in sleep mode or remove power to inactive ports. Scalable: Manages up to 8 wire-speed switches as a single unit. High performance Help meet your network switching needs, no matter the size of your organization, with the PowerConnect 5524, featuring 24 ports of wire-speed GbE and robust security and enterprise management capabilities. USB configuration for rapid deployment and dedicated 10Gb stacking interfaces and 10Gb uplinks help you grow your wiring closets with your network. Lifetime Limited Warranty Gain peace of mind from PowerConnect™ switches that not only provide the quality, reliability and capability you expect from Dell, but also guaranteed hardware for life — a true Lifetime Warranty1. For more details see www.dell.com/LifetimeWarranty Rapid deployment and configuration Help save time and deployment costs by simplifying your network rollout with PowerConnect™ 5500 series of Gigabit Ethernet switches. Automatically assign switch configuration and IP addresses via DHCP or local USB during initial rollout. You can configure up to eight switches in a stack without pressing a single key or setting up a console connection. Robust management You'll enjoy a number of management options with the PowerConnect 5500 Series switches, including: - An industry-standard CLI - Remote management using an embedded web server - Support for SNMP-based management applications VoIP functionality Help ensure that VoIP traffic is prioritized in the event of resource contention through the voice VLAN function. LLDP-Med provides detailed network topology records, emergency call service via IP phone location information and troubleshooting data. Automated security Select from multiple security levels, with options that include such industry-standard features as: - SSH/SSL management encryption - DHCP snooping - IP and MAC -based ACLs - Access password protection - Port-based MAC address alert and lock-down High level security is provided through: - RADIUS remote authentication for switch management access - 802.1x authentication and TACACS+ - Management access filtering via management access profiles The PowerConnect 5500 switches also help simplify security rollouts by allowing you to try your implementation before full enforcement is enabled, helping to smooth your transition to a secure campus. More information (www.dell.com)",Erik6041,I am running a few of these as dedicated iSCSI switches between my VMWare hosts and Dell MD3200i SANs. They move the data fast and don't have any problems. It's unfortunate that the same CLI commands are not available on all Dell switches.,,PowerConnect 5524,"Mar 12, 2014",16,5.0,30,4.3,,18
